constraint_id,mine_id,equipment_id,week_start,constraint_type,capacity_value,unit,update_date,remarks
C00954-2,MINE_2,EQ042-2,2024-12-15,Excavator Capacity,500,ton/day,2024-12-19,Curah hujan tinggi
C00955-3,MINE_3,EQ009-3,2024-12-22,Excavator Capacity,500,ton/day,2024-12-28,Curah hujan tinggi
C00956-1,MINE_1,EQ047-1,2024-12-22,Hauling Capacity,500,ton/day,2024-12-28,Kemacetan hauling
C00957-2,MINE_2,EQ028-2,2024-12-22,Crusher Capacity,500,ton/day,2024-12-27,Maintenance unit
C00958-4,MINE_4,EQ010-4,2024-12-22,Excavator Capacity,500,ton/day,2024-12-28,Kerusakan mekanis
C00959-5,MINE_5,EQ002-5,2024-12-22,Crusher Capacity,500,ton/day,2024-12-27,Maintenance unit
C00960-1,MINE_1,EQ050-1,2025-01-01,Excavator Capacity,500,ton/day,2025-01-05,Curah hujan tinggi
C00961-4,MINE_4,EQ003-4,2025-01-01,Excavator Capacity,500,ton/day,2025-01-06,Kerusakan mekanis
C00962-2,MINE_2,EQ048-2,2025-01-01,Hauling Capacity,500,ton/day,2025-01-02,Kerusakan mekanis
C00963-3,MINE_3,EQ009-3,2025-01-01,Excavator Capacity,500,ton/day,2025-01-05,Cuaca kurang mendukung
C00964-5,MINE_5,EQ002-5,2025-01-01,Excavator Capacity,500,ton/day,2025-01-03,Material basah
C00965-5,MINE_5,EQ034-5,2025-01-08,Hauling Capacity,500,ton/day,2025-01-13,Jalan rusak
C00966-1,MINE_1,EQ043-1,2025-01-08,Hauling Capacity,500,ton/day,2025-01-11,Kemacetan hauling
C00967-4,MINE_4,EQ010-4,2025-01-08,Excavator Capacity,604,ton/day,2025-01-09,Material basah
C00968-3,MINE_3,EQ046-3,2025-01-08,Excavator Capacity,500,ton/day,2025-01-10,Curah hujan tinggi
C00969-2,MINE_2,EQ001-2,2025-01-08,Hauling Capacity,500,ton/day,2025-01-13,Kemacetan hauling
C00970-4,MINE_4,EQ010-4,2025-01-15,Excavator Capacity,500,ton/day,2025-01-20,Cuaca kurang mendukung
C00971-2,MINE_2,EQ004-2,2025-01-15,Hauling Capacity,500,ton/day,2025-01-16,Kemacetan hauling
C00972-1,MINE_1,EQ038-1,2025-01-15,Hauling Capacity,500,ton/day,2025-01-17,Jalan rusak
C00973-3,MINE_3,EQ009-3,2025-01-15,Excavator Capacity,500,ton/day,2025-01-18,Kerusakan mekanis
C00974-5,MINE_5,EQ034-5,2025-01-15,Hauling Capacity,500,ton/day,2025-01-18,Akses terhambat
C00975-1,MINE_1,EQ043-1,2025-01-22,Hauling Capacity,500,ton/day,2025-01-27,Maintenance unit
C00976-3,MINE_3,EQ009-3,2025-01-22,Hauling Capacity,500,ton/day,2025-01-26,Kerusakan mekanis
C00977-4,MINE_4,EQ036-4,2025-01-22,Hauling Capacity,500,ton/day,2025-01-28,Kemacetan hauling
C00978-2,MINE_2,EQ025-2,2025-01-22,Excavator Capacity,500,ton/day,2025-01-26,Material basah
C00979-5,MINE_5,EQ012-5,2025-01-22,Hauling Capacity,500,ton/day,2025-01-24,Kemacetan hauling
C00980-3,MINE_3,EQ039-3,2025-02-01,Excavator Capacity,500,ton/day,2025-02-05,Material basah
C00981-5,MINE_5,EQ044-5,2025-02-01,Excavator Capacity,500,ton/day,2025-02-05,Material basah
C00982-4,MINE_4,EQ003-4,2025-02-01,Excavator Capacity,500,ton/day,2025-02-01,Cuaca kurang mendukung
C00983-2,MINE_2,EQ049-2,2025-02-01,Hauling Capacity,500,ton/day,2025-02-06,Jalan rusak
C00984-1,MINE_1,EQ015-1,2025-02-01,Crusher Capacity,500,ton/day,2025-02-02,Maintenance unit
C00985-1,MINE_1,EQ020-1,2025-02-08,Excavator Capacity,500,ton/day,2025-02-14,Material basah
C00986-4,MINE_4,EQ003-4,2025-02-08,Excavator Capacity,608,ton/day,2025-02-13,Material basah
C00987-2,MINE_2,EQ040-2,2025-02-08,Excavator Capacity,500,ton/day,2025-02-13,Cuaca kurang mendukung
C00988-5,MINE_5,EQ012-5,2025-02-08,Hauling Capacity,500,ton/day,2025-02-09,Akses terhambat
C00989-3,MINE_3,EQ009-3,2025-02-08,Hauling Capacity,500,ton/day,2025-02-13,Kemacetan hauling
C00990-4,MINE_4,EQ013-4,2025-02-15,Hauling Capacity,500,ton/day,2025-02-18,Kemacetan hauling
C00991-2,MINE_2,EQ048-2,2025-02-15,Excavator Capacity,500,ton/day,2025-02-19,Material basah
C00992-3,MINE_3,EQ046-3,2025-02-15,Excavator Capacity,500,ton/day,2025-02-19,Curah hujan tinggi
C00993-5,MINE_5,EQ008-5,2025-02-15,Hauling Capacity,500,ton/day,2025-02-17,Akses terhambat
C00994-1,MINE_1,EQ015-1,2025-02-15,Hauling Capacity,500,ton/day,2025-02-15,Perbaikan alat
C00995-4,MINE_4,EQ010-4,2025-02-22,Crusher Capacity,500,ton/day,2025-02-26,Kerusakan mekanis
C00996-5,MINE_5,EQ008-5,2025-02-22,Excavator Capacity,500,ton/day,2025-02-23,Material basah
C00997-3,MINE_3,EQ046-3,2025-02-22,Excavator Capacity,500,ton/day,2025-02-27,Curah hujan tinggi
C00998-1,MINE_1,EQ030-1,2025-02-22,Hauling Capacity,500,ton/day,2025-02-26,Kemacetan hauling
C00999-2,MINE_2,EQ004-2,2025-02-22,Excavator Capacity,527,ton/day,2025-02-24,Material basah
C01000-1,MINE_1,EQ017-1,2025-03-01,Crusher Capacity,500,ton/day,2025-03-05,Gangguan operasional
C01001-5,MINE_5,EQ012-5,2025-03-01,Crusher Capacity,500,ton/day,2025-03-06,Operasi normal
C01002-3,MINE_3,EQ046-3,2025-03-01,Excavator Capacity,500,ton/day,2025-03-03,Curah hujan tinggi
C01003-4,MINE_4,EQ010-4,2025-03-01,Hauling Capacity,500,ton/day,2025-03-01,Jalan rusak
C01004-2,MINE_2,EQ004-2,2025-03-01,Crusher Capacity,500,ton/day,2025-03-02,Kerusakan mekanis
C01005-1,MINE_1,EQ017-1,2025-03-08,Excavator Capacity,500,ton/day,2025-03-12,Curah hujan tinggi
C01006-5,MINE_5,EQ008-5,2025-03-08,Excavator Capacity,500,ton/day,2025-03-12,Curah hujan tinggi
C01007-4,MINE_4,EQ003-4,2025-03-08,Crusher Capacity,500,ton/day,2025-03-10,Maintenance unit
C01008-3,MINE_3,EQ039-3,2025-03-08,Excavator Capacity,500,ton/day,2025-03-10,Cuaca kurang mendukung
C01009-2,MINE_2,EQ004-2,2025-03-08,Crusher Capacity,500,ton/day,2025-03-10,Kerusakan mekanis
C01010-5,MINE_5,EQ034-5,2025-03-15,Excavator Capacity,500,ton/day,2025-03-18,Material basah
C01011-4,MINE_4,EQ010-4,2025-03-15,Hauling Capacity,500,ton/day,2025-03-20,Maintenance unit
C01012-2,MINE_2,EQ024-2,2025-03-15,Hauling Capacity,500,ton/day,2025-03-17,Jalan rusak
C01013-3,MINE_3,EQ009-3,2025-03-15,Excavator Capacity,500,ton/day,2025-03-17,Cuaca kurang mendukung
C01014-1,MINE_1,EQ015-1,2025-03-15,Hauling Capacity,500,ton/day,2025-03-17,Akses terhambat
C01015-5,MINE_5,EQ012-5,2025-03-22,Excavator Capacity,500,ton/day,2025-03-27,Material basah
C01016-3,MINE_3,EQ039-3,2025-03-22,Hauling Capacity,500,ton/day,2025-03-28,Akses terhambat
C01017-4,MINE_4,EQ013-4,2025-03-22,Hauling Capacity,500,ton/day,2025-03-28,Jalan rusak
C01018-1,MINE_1,EQ050-1,2025-03-22,Excavator Capacity,577,ton/day,2025-03-25,Material basah
C01019-2,MINE_2,EQ028-2,2025-03-22,Excavator Capacity,500,ton/day,2025-03-24,Cuaca kurang mendukung
C01020-2,MINE_2,EQ018-2,2025-04-01,Excavator Capacity,500,ton/day,2025-04-06,Material basah
C01021-4,MINE_4,EQ010-4,2025-04-01,Excavator Capacity,500,ton/day,2025-04-05,Material basah
C01022-1,MINE_1,EQ014-1,2025-04-01,Hauling Capacity,500,ton/day,2025-04-02,Jalan rusak
C01023-3,MINE_3,EQ009-3,2025-04-01,Hauling Capacity,500,ton/day,2025-04-06,Kerusakan mekanis
C01024-5,MINE_5,EQ044-5,2025-04-01,Excavator Capacity,500,ton/day,2025-04-06,Material basah
C01025-4,MINE_4,EQ003-4,2025-04-08,Crusher Capacity,500,ton/day,2025-04-10,Perbaikan alat
C01026-1,MINE_1,EQ016-1,2025-04-08,Hauling Capacity,500,ton/day,2025-04-10,Kemacetan hauling
C01027-3,MINE_3,EQ009-3,2025-04-08,Excavator Capacity,500,ton/day,2025-04-08,Cuaca kurang mendukung
C01028-5,MINE_5,EQ034-5,2025-04-08,Excavator Capacity,500,ton/day,2025-04-14,Kondisi lapangan kurang optimal
C01029-2,MINE_2,EQ048-2,2025-04-08,Crusher Capacity,500,ton/day,2025-04-13,Produksi tertunda
C01030-1,MINE_1,EQ041-1,2025-04-15,Hauling Capacity,500,ton/day,2025-04-18,Kemacetan hauling
C01031-3,MINE_3,EQ039-3,2025-04-15,Hauling Capacity,500,ton/day,2025-04-20,Kerusakan mekanis
C01032-2,MINE_2,EQ048-2,2025-04-15,Hauling Capacity,500,ton/day,2025-04-16,Jalan rusak
C01033-4,MINE_4,EQ003-4,2025-04-15,Excavator Capacity,500,ton/day,2025-04-18,Material basah
C01034-5,MINE_5,EQ002-5,2025-04-15,Excavator Capacity,500,ton/day,2025-04-20,Curah hujan tinggi
C01035-2,MINE_2,EQ024-2,2025-04-22,Hauling Capacity,500,ton/day,2025-04-24,Kemacetan hauling
C01036-3,MINE_3,EQ021-3,2025-04-22,Hauling Capacity,500,ton/day,2025-04-25,Jalan rusak
C01037-5,MINE_5,EQ034-5,2025-04-22,Excavator Capacity,500,ton/day,2025-04-25,Maintenance unit
C01038-4,MINE_4,EQ010-4,2025-04-22,Hauling Capacity,500,ton/day,2025-04-23,Kemacetan hauling
C01039-1,MINE_1,EQ038-1,2025-04-22,Hauling Capacity,500,ton/day,2025-04-28,Kemacetan hauling
C01040-5,MINE_5,EQ002-5,2025-05-01,Hauling Capacity,500,ton/day,2025-05-04,Kemacetan hauling
C01041-2,MINE_2,EQ040-2,2025-05-01,Excavator Capacity,500,ton/day,2025-05-02,Material basah
C01042-4,MINE_4,EQ013-4,2025-05-01,Excavator Capacity,500,ton/day,2025-05-04,Cuaca kurang mendukung
C01043-3,MINE_3,EQ031-3,2025-05-01,Hauling Capacity,500,ton/day,2025-05-01,Akses terhambat
C01044-1,MINE_1,EQ043-1,2025-05-01,Excavator Capacity,500,ton/day,2025-05-07,Curah hujan tinggi
C01045-2,MINE_2,EQ029-2,2025-05-08,Hauling Capacity,500,ton/day,2025-05-13,Akses terhambat
C01046-4,MINE_4,EQ013-4,2025-05-08,Excavator Capacity,500,ton/day,2025-05-11,Cuaca kurang mendukung
C01047-1,MINE_1,EQ041-1,2025-05-08,Crusher Capacity,500,ton/day,2025-05-14,Kerusakan mekanis
C01048-3,MINE_3,EQ046-3,2025-05-08,Hauling Capacity,500,ton/day,2025-05-11,Akses terhambat
C01049-5,MINE_5,EQ012-5,2025-05-08,Hauling Capacity,500,ton/day,2025-05-08,Akses terhambat
C01050-1,MINE_1,EQ017-1,2025-05-15,Excavator Capacity,500,ton/day,2025-05-18,Cuaca kurang mendukung
C01051-3,MINE_3,EQ021-3,2025-05-15,Hauling Capacity,500,ton/day,2025-05-21,Jalan rusak
C01052-4,MINE_4,EQ026-4,2025-05-15,Excavator Capacity,500,ton/day,2025-05-19,Material basah
C01053-5,MINE_5,EQ034-5,2025-05-15,Excavator Capacity,500,ton/day,2025-05-19,Kerusakan mekanis
C01054-2,MINE_2,EQ025-2,2025-05-15,Excavator Capacity,500,ton/day,2025-05-20,Cuaca kurang mendukung
C01055-1,MINE_1,EQ050-1,2025-05-22,Hauling Capacity,500,ton/day,2025-05-26,Akses terhambat
C01056-3,MINE_3,EQ009-3,2025-05-22,Excavator Capacity,500,ton/day,2025-05-25,Material basah
C01057-2,MINE_2,EQ048-2,2025-05-22,Hauling Capacity,500,ton/day,2025-05-26,Kemacetan hauling
C01058-4,MINE_4,EQ013-4,2025-05-22,Excavator Capacity,500,ton/day,2025-05-27,Curah hujan tinggi
C01059-5,MINE_5,EQ034-5,2025-05-22,Hauling Capacity,500,ton/day,2025-05-24,Produksi tertunda
C01060-1,MINE_1,EQ030-1,2025-06-01,Crusher Capacity,500,ton/day,2025-06-07,Kerusakan mekanis
C01061-4,MINE_4,EQ013-4,2025-06-01,Excavator Capacity,500,ton/day,2025-06-07,Curah hujan tinggi
C01062-3,MINE_3,EQ039-3,2025-06-01,Hauling Capacity,500,ton/day,2025-06-04,Jalan rusak
C01063-5,MINE_5,EQ035-5,2025-06-01,Hauling Capacity,500,ton/day,2025-06-07,Operasi normal
C01064-2,MINE_2,EQ001-2,2025-06-01,Excavator Capacity,500,ton/day,2025-06-01,Curah hujan tinggi
C01065-3,MINE_3,EQ046-3,2025-06-08,Hauling Capacity,500,ton/day,2025-06-12,Kemacetan hauling
C01066-5,MINE_5,EQ034-5,2025-06-08,Hauling Capacity,500,ton/day,2025-06-10,Jalan rusak
C01067-2,MINE_2,EQ040-2,2025-06-08,Hauling Capacity,500,ton/day,2025-06-09,Kemacetan hauling
C01068-4,MINE_4,EQ003-4,2025-06-08,Excavator Capacity,500,ton/day,2025-06-11,Maintenance unit
C01069-1,MINE_1,EQ007-1,2025-06-08,Crusher Capacity,500,ton/day,2025-06-14,Perbaikan alat
C01070-1,MINE_1,EQ007-1,2025-06-15,Excavator Capacity,536,ton/day,2025-06-19,Material basah
C01071-4,MINE_4,EQ026-4,2025-06-15,Excavator Capacity,500,ton/day,2025-06-19,Cuaca kurang mendukung
C01072-2,MINE_2,EQ024-2,2025-06-15,Crusher Capacity,500,ton/day,2025-06-18,Kerusakan mekanis
C01073-3,MINE_3,EQ031-3,2025-06-15,Excavator Capacity,500,ton/day,2025-06-19,Cuaca kurang mendukung
C01074-5,MINE_5,EQ034-5,2025-06-15,Hauling Capacity,500,ton/day,2025-06-15,Akses terhambat
C01075-5,MINE_5,EQ044-5,2025-06-22,Excavator Capacity,500,ton/day,2025-06-25,Curah hujan tinggi
C01076-2,MINE_2,EQ019-2,2025-06-22,Hauling Capacity,500,ton/day,2025-06-28,Akses terhambat
C01077-1,MINE_1,EQ011-1,2025-06-22,Excavator Capacity,500,ton/day,2025-06-22,Curah hujan tinggi
C01078-3,MINE_3,EQ039-3,2025-06-22,Hauling Capacity,500,ton/day,2025-06-24,Akses terhambat
C01079-4,MINE_4,EQ026-4,2025-06-22,Hauling Capacity,500,ton/day,2025-06-24,Kerusakan mekanis
C01080-5,MINE_5,EQ012-5,2025-07-01,Excavator Capacity,500,ton/day,2025-07-05,Material basah
C01081-3,MINE_3,EQ046-3,2025-07-01,Crusher Capacity,500,ton/day,2025-07-02,Perbaikan alat
C01082-2,MINE_2,EQ001-2,2025-07-01,Hauling Capacity,500,ton/day,2025-07-06,Kemacetan hauling
C01083-4,MINE_4,EQ026-4,2025-07-01,Hauling Capacity,500,ton/day,2025-07-03,Kemacetan hauling
C01084-1,MINE_1,EQ043-1,2025-07-01,Hauling Capacity,500,ton/day,2025-07-07,Jalan rusak
C01085-1,MINE_1,EQ043-1,2025-07-08,Hauling Capacity,500,ton/day,2025-07-08,Kemacetan hauling
C01086-3,MINE_3,EQ039-3,2025-07-08,Excavator Capacity,500,ton/day,2025-07-13,Material basah
C01087-4,MINE_4,EQ036-4,2025-07-08,Crusher Capacity,500,ton/day,2025-07-09,Perbaikan alat
C01088-5,MINE_5,EQ034-5,2025-07-08,Hauling Capacity,500,ton/day,2025-07-08,Perbaikan alat
C01089-2,MINE_2,EQ024-2,2025-07-08,Excavator Capacity,500,ton/day,2025-07-10,Material basah
C01090-2,MINE_2,EQ049-2,2025-07-15,Hauling Capacity,500,ton/day,2025-07-18,Kemacetan hauling
C01091-3,MINE_3,EQ046-3,2025-07-15,Hauling Capacity,500,ton/day,2025-07-21,Akses terhambat
C01092-5,MINE_5,EQ034-5,2025-07-15,Hauling Capacity,500,ton/day,2025-07-15,Kondisi lapangan kurang optimal
C01093-4,MINE_4,EQ003-4,2025-07-15,Hauling Capacity,560,ton/day,2025-07-21,Kemacetan hauling
C01094-1,MINE_1,EQ038-1,2025-07-15,Excavator Capacity,500,ton/day,2025-07-16,Kondisi lapangan kurang optimal
C01095-4,MINE_4,EQ003-4,2025-07-22,Hauling Capacity,500,ton/day,2025-07-23,Akses terhambat
C01096-3,MINE_3,EQ031-3,2025-07-22,Excavator Capacity,500,ton/day,2025-07-24,Cuaca kurang mendukung
C01097-5,MINE_5,EQ044-5,2025-07-22,Hauling Capacity,500,ton/day,2025-07-22,Kemacetan hauling
C01098-1,MINE_1,EQ022-1,2025-07-22,Excavator Capacity,500,ton/day,2025-07-28,Alur produksi lancar
C01099-2,MINE_2,EQ049-2,2025-07-22,Excavator Capacity,500,ton/day,2025-07-25,Cuaca kurang mendukung
C01100-3,MINE_3,EQ021-3,2025-08-01,Hauling Capacity,500,ton/day,2025-08-06,Akses terhambat
C01101-5,MINE_5,EQ008-5,2025-08-01,Hauling Capacity,500,ton/day,2025-08-05,Jalan rusak
C01102-1,MINE_1,EQ015-1,2025-08-01,Excavator Capacity,500,ton/day,2025-08-05,Material basah
C01103-4,MINE_4,EQ003-4,2025-08-01,Excavator Capacity,500,ton/day,2025-08-05,Material basah
C01104-2,MINE_2,EQ048-2,2025-08-01,Excavator Capacity,500,ton/day,2025-08-06,Cuaca kurang mendukung
C01105-4,MINE_4,EQ013-4,2025-08-08,Excavator Capacity,500,ton/day,2025-08-12,Material basah
C01106-3,MINE_3,EQ009-3,2025-08-08,Hauling Capacity,500,ton/day,2025-08-14,Kemacetan hauling
C01107-5,MINE_5,EQ044-5,2025-08-08,Excavator Capacity,500,ton/day,2025-08-13,Cuaca kurang mendukung
C01108-1,MINE_1,EQ027-1,2025-08-08,Excavator Capacity,500,ton/day,2025-08-09,Material basah
C01109-2,MINE_2,EQ048-2,2025-08-08,Hauling Capacity,500,ton/day,2025-08-10,Kemacetan hauling
C01110-3,MINE_3,EQ031-3,2025-08-15,Excavator Capacity,500,ton/day,2025-08-21,Maintenance unit
C01111-2,MINE_2,EQ019-2,2025-08-15,Hauling Capacity,500,ton/day,2025-08-19,Jalan rusak
C01112-1,MINE_1,EQ043-1,2025-08-15,Hauling Capacity,500,ton/day,2025-08-15,Jalan rusak
C01113-4,MINE_4,EQ036-4,2025-08-15,Excavator Capacity,500,ton/day,2025-08-18,Cuaca kurang mendukung
C01114-5,MINE_5,EQ035-5,2025-08-15,Hauling Capacity,500,ton/day,2025-08-17,Akses terhambat
C01115-2,MINE_2,EQ048-2,2025-08-22,Excavator Capacity,500,ton/day,2025-08-27,Curah hujan tinggi
C01116-1,MINE_1,EQ023-1,2025-08-22,Excavator Capacity,500,ton/day,2025-08-28,Cuaca kurang mendukung
C01117-3,MINE_3,EQ031-3,2025-08-22,Crusher Capacity,500,ton/day,2025-08-25,Kerusakan mekanis
C01118-4,MINE_4,EQ003-4,2025-08-22,Hauling Capacity,500,ton/day,2025-08-26,Jalan rusak
C01119-5,MINE_5,EQ012-5,2025-08-22,Excavator Capacity,500,ton/day,2025-08-23,Cuaca kurang mendukung
C01120-2,MINE_2,EQ024-2,2025-09-01,Hauling Capacity,500,ton/day,2025-09-06,Akses terhambat
C01121-1,MINE_1,EQ045-1,2025-09-01,Excavator Capacity,500,ton/day,2025-09-07,Material basah
C01122-5,MINE_5,EQ035-5,2025-09-01,Hauling Capacity,500,ton/day,2025-09-01,Akses terhambat
C01123-4,MINE_4,EQ026-4,2025-09-01,Hauling Capacity,500,ton/day,2025-09-06,Kerusakan mekanis
C01124-3,MINE_3,EQ021-3,2025-09-01,Hauling Capacity,500,ton/day,2025-09-06,Kemacetan hauling
C01125-4,MINE_4,EQ036-4,2025-09-08,Excavator Capacity,500,ton/day,2025-09-10,Maintenance unit
C01126-3,MINE_3,EQ009-3,2025-09-08,Hauling Capacity,500,ton/day,2025-09-08,Jalan rusak
C01127-1,MINE_1,EQ050-1,2025-09-08,Excavator Capacity,500,ton/day,2025-09-12,Cuaca kurang mendukung
C01128-2,MINE_2,EQ042-2,2025-09-08,Hauling Capacity,500,ton/day,2025-09-09,Kemacetan hauling
C01129-5,MINE_5,EQ035-5,2025-09-08,Excavator Capacity,500,ton/day,2025-09-12,Produksi tertunda
C01130-3,MINE_3,EQ039-3,2025-09-15,Hauling Capacity,500,ton/day,2025-09-17,Kemacetan hauling
C01131-2,MINE_2,EQ019-2,2025-09-15,Crusher Capacity,500,ton/day,2025-09-17,Maintenance unit
C01132-5,MINE_5,EQ008-5,2025-09-15,Hauling Capacity,500,ton/day,2025-09-18,Jalan rusak
C01133-4,MINE_4,EQ026-4,2025-09-15,Excavator Capacity,500,ton/day,2025-09-17,Kerusakan mekanis
C01134-1,MINE_1,EQ030-1,2025-09-15,Crusher Capacity,500,ton/day,2025-09-20,Gangguan operasional
C01135-5,MINE_5,EQ034-5,2025-09-22,Excavator Capacity,500,ton/day,2025-09-28,Cuaca kurang mendukung
C01136-3,MINE_3,EQ031-3,2025-09-22,Hauling Capacity,500,ton/day,2025-09-25,Jalan rusak
C01137-1,MINE_1,EQ015-1,2025-09-22,Excavator Capacity,500,ton/day,2025-09-23,Curah hujan tinggi
C01138-4,MINE_4,EQ036-4,2025-09-22,Excavator Capacity,500,ton/day,2025-09-24,Cuaca kurang mendukung
C01139-2,MINE_2,EQ024-2,2025-09-22,Hauling Capacity,500,ton/day,2025-09-28,Jalan rusak
C01140-2,MINE_2,EQ025-2,2025-10-01,Crusher Capacity,500,ton/day,2025-10-01,Maintenance unit
C01141-1,MINE_1,EQ027-1,2025-10-01,Hauling Capacity,500,ton/day,2025-10-02,Jalan rusak
C01142-3,MINE_3,EQ039-3,2025-10-01,Hauling Capacity,500,ton/day,2025-10-04,Kemacetan hauling
C01143-4,MINE_4,EQ013-4,2025-10-01,Excavator Capacity,500,ton/day,2025-10-05,Cuaca kurang mendukung
C01144-5,MINE_5,EQ012-5,2025-10-01,Hauling Capacity,500,ton/day,2025-10-06,Akses terhambat
C01145-1,MINE_1,EQ016-1,2025-10-08,Hauling Capacity,500,ton/day,2025-10-09,Jalan rusak
C01146-5,MINE_5,EQ012-5,2025-10-08,Hauling Capacity,500,ton/day,2025-10-09,Maintenance unit
C01147-2,MINE_2,EQ004-2,2025-10-08,Excavator Capacity,500,ton/day,2025-10-14,Cuaca kurang mendukung
C01148-4,MINE_4,EQ026-4,2025-10-08,Hauling Capacity,500,ton/day,2025-10-11,Akses terhambat
C01149-3,MINE_3,EQ046-3,2025-10-08,Hauling Capacity,500,ton/day,2025-10-12,Kemacetan hauling
C01150-3,MINE_3,EQ046-3,2025-10-15,Hauling Capacity,500,ton/day,2025-10-18,Maintenance unit
C01151-5,MINE_5,EQ044-5,2025-10-15,Hauling Capacity,500,ton/day,2025-10-17,Akses terhambat
C01152-4,MINE_4,EQ010-4,2025-10-15,Excavator Capacity,500,ton/day,2025-10-20,Kerusakan mekanis
C01153-2,MINE_2,EQ040-2,2025-10-15,Excavator Capacity,500,ton/day,2025-10-15,Curah hujan tinggi
C01154-1,MINE_1,EQ022-1,2025-10-15,Hauling Capacity,500,ton/day,2025-10-19,Kemacetan hauling
C01155-5,MINE_5,EQ002-5,2025-10-22,Hauling Capacity,500,ton/day,2025-10-22,Jalan rusak
C01156-4,MINE_4,EQ036-4,2025-10-22,Hauling Capacity,500,ton/day,2025-10-22,Kemacetan hauling
C01157-3,MINE_3,EQ039-3,2025-10-22,Hauling Capacity,500,ton/day,2025-10-27,Perbaikan alat
C01158-1,MINE_1,EQ043-1,2025-10-22,Hauling Capacity,500,ton/day,2025-10-24,Jalan rusak
C01159-2,MINE_2,EQ001-2,2025-10-22,Excavator Capacity,500,ton/day,2025-10-24,Cuaca kurang mendukung
C01160-4,MINE_4,EQ036-4,2025-11-01,Hauling Capacity,500,ton/day,2025-11-07,Akses terhambat
C01161-3,MINE_3,EQ031-3,2025-11-01,Hauling Capacity,500,ton/day,2025-11-04,Jalan rusak
C01162-5,MINE_5,EQ035-5,2025-11-01,Hauling Capacity,500,ton/day,2025-11-03,Kemacetan hauling
C01163-2,MINE_2,EQ025-2,2025-11-01,Excavator Capacity,500,ton/day,2025-11-05,Cuaca kurang mendukung
C01164-1,MINE_1,EQ023-1,2025-11-01,Excavator Capacity,500,ton/day,2025-11-04,Curah hujan tinggi
C01165-4,MINE_4,EQ003-4,2025-11-08,Hauling Capacity,500,ton/day,2025-11-11,Jalan rusak
C01166-5,MINE_5,EQ044-5,2025-11-08,Hauling Capacity,500,ton/day,2025-11-09,Jalan rusak
C01167-2,MINE_2,EQ040-2,2025-11-08,Hauling Capacity,500,ton/day,2025-11-14,Kemacetan hauling
C01168-1,MINE_1,EQ006-1,2025-11-08,Crusher Capacity,500,ton/day,2025-11-14,Perbaikan alat
C01169-3,MINE_3,EQ046-3,2025-11-08,Hauling Capacity,500,ton/day,2025-11-10,Jalan rusak
C01170-4,MINE_4,EQ010-4,2025-11-15,Excavator Capacity,500,ton/day,2025-11-19,Maintenance unit
C01171-5,MINE_5,EQ044-5,2025-11-15,Hauling Capacity,500,ton/day,2025-11-19,Jalan rusak
C01172-3,MINE_3,EQ009-3,2025-11-15,Excavator Capacity,500,ton/day,2025-11-20,Cuaca kurang mendukung
C01173-1,MINE_1,EQ014-1,2025-11-15,Excavator Capacity,500,ton/day,2025-11-19,Maintenance unit
C01174-2,MINE_2,EQ004-2,2025-11-15,Excavator Capacity,500,ton/day,2025-11-20,Cuaca kurang mendukung
C01175-4,MINE_4,EQ010-4,2025-11-22,Excavator Capacity,500,ton/day,2025-11-26,Curah hujan tinggi
C01176-1,MINE_1,EQ047-1,2025-11-22,Excavator Capacity,500,ton/day,2025-11-28,Perbaikan alat
C01177-2,MINE_2,EQ019-2,2025-11-22,Hauling Capacity,500,ton/day,2025-11-26,Jalan rusak
C01178-3,MINE_3,EQ046-3,2025-11-22,Hauling Capacity,500,ton/day,2025-11-23,Kerusakan mekanis
C01179-5,MINE_5,EQ044-5,2025-11-22,Hauling Capacity,500,ton/day,2025-11-25,Akses terhambat
C01180-3,MINE_3,EQ009-3,2025-12-01,Crusher Capacity,500,ton/day,2025-12-03,Kerusakan mekanis
C01181-1,MINE_1,EQ033-1,2025-12-01,Excavator Capacity,500,ton/day,2025-12-07,Cuaca kurang mendukung
C01182-2,MINE_2,EQ024-2,2025-12-01,Excavator Capacity,500,ton/day,2025-12-02,Perbaikan alat
C01183-4,MINE_4,EQ003-4,2025-12-01,Hauling Capacity,500,ton/day,2025-12-05,Kemacetan hauling
C01184-5,MINE_5,EQ034-5,2025-12-01,Hauling Capacity,500,ton/day,2025-12-05,Jalan rusak
C01185-5,MINE_5,EQ034-5,2025-12-08,Hauling Capacity,500,ton/day,2025-12-09,Kondisi lapangan kurang optimal
C01186-1,MINE_1,EQ027-1,2025-12-08,Crusher Capacity,500,ton/day,2025-12-14,Maintenance unit
C01187-2,MINE_2,EQ049-2,2025-12-08,Hauling Capacity,500,ton/day,2025-12-10,Jalan rusak
C01188-4,MINE_4,EQ013-4,2025-12-08,Excavator Capacity,500,ton/day,2025-12-13,Curah hujan tinggi
C01189-3,MINE_3,EQ031-3,2025-12-08,Hauling Capacity,500,ton/day,2025-12-10,Akses terhambat
C01190-4,MINE_4,EQ003-4,2025-12-15,Excavator Capacity,500,ton/day,2025-12-21,Material basah
C01191-5,MINE_5,EQ008-5,2025-12-15,Crusher Capacity,500,ton/day,2025-12-18,Kerusakan mekanis
C01192-2,MINE_2,EQ019-2,2025-12-15,Hauling Capacity,500,ton/day,2025-12-16,Akses terhambat
