shipment_id,mine_id,week_start,vessel_name,destination_port,coal_tonnage,etd,eta,status
SHP01143-5,MINE_5,2024-10-22,MV Sungai Barito,Tarakan,33103,2024-10-23,2024-10-24,On Schedule
SHP00567-2,MINE_2,2024-10-22,MV Nusantara 01,Samarinda,24803,2024-10-25,2024-10-26,On Schedule
SHP00999-4,MINE_4,2024-10-22,MV Borneo Star,Surabaya,35288,2024-10-26,2024-10-29,On Schedule
SHP00279-1,MINE_1,2024-10-22,MV Borneo Star,Surabaya,20454,2024-10-23,2024-10-30,Delayed
SHP00807-3,MINE_3,2024-10-22,MV Sumatra Raya,Belawan,19624,2024-10-26,2024-10-29,On Schedule
SHP01144-5,MINE_5,2024-11-01,MV Sungai Barito,Tarakan,35975,2024-11-06,2024-11-07,On Schedule
SHP00280-1,MINE_1,2024-11-01,MV Borneo Star,Banjarmasin,24454,2024-11-06,2024-11-08,On Schedule
SHP01000-4,MINE_4,2024-11-01,MV Nusantara 01,Surabaya,31652,2024-11-05,2024-11-10,On Schedule
SHP00568-2,MINE_2,2024-11-01,MV Kalimantan Jaya,Balikpapan,28269,2024-11-03,2024-11-05,On Schedule
SHP00808-3,MINE_3,2024-11-01,MV Sriwijaya,Belawan,39366,2024-11-02,2024-11-06,On Schedule
SHP00809-3,MINE_3,2024-11-08,MV Sumatra Raya,Tanjungbalai,37673,2024-11-13,2024-11-18,On Schedule
SHP00569-2,MINE_2,2024-11-08,MV Kalimantan Jaya,Balikpapan,29719,2024-11-13,2024-11-14,On Schedule
SHP01145-5,MINE_5,2024-11-08,MV Sungai Barito,Tarakan,32387,2024-11-10,2024-11-13,On Schedule
SHP01001-4,MINE_4,2024-11-08,MV Nusantara 01,Samarinda,23095,2024-11-11,2024-11-14,Pending
SHP00281-1,MINE_1,2024-11-08,MV Kalimantan Jaya,Banjarmasin,29698,2024-11-08,2024-11-11,Pending
SHP01002-4,MINE_4,2024-11-15,MV Nusantara 01,Surabaya,30161,2024-11-18,2024-11-25,On Schedule
SHP00810-3,MINE_3,2024-11-15,MV Sriwijaya,Tanjungbalai,15807,2024-11-20,2024-11-26,On Schedule
SHP00282-1,MINE_1,2024-11-15,MV Borneo Star,Surabaya,31223,2024-11-19,2024-11-23,Delayed
SHP01146-5,MINE_5,2024-11-15,MV Sungai Barito,Tarakan,27458,2024-11-20,2024-11-23,On Schedule
SHP00570-2,MINE_2,2024-11-15,MV Nusantara 01,Samarinda,18575,2024-11-16,2024-11-19,On Schedule
SHP01147-5,MINE_5,2024-11-22,MV Sungai Barito,Makassar,22119,2024-11-26,2024-11-29,On Schedule
SHP00811-3,MINE_3,2024-11-22,MV Sumatra Raya,Tanjungbalai,20316,2024-11-23,2024-11-27,Delayed
SHP00571-2,MINE_2,2024-11-22,MV Nusantara 01,Balikpapan,22549,2024-11-23,2024-11-26,On Schedule
SHP01003-4,MINE_4,2024-11-22,MV Kalimantan Jaya,Surabaya,33925,2024-11-27,2024-12-01,On Schedule
SHP00283-1,MINE_1,2024-11-22,MV Kalimantan Jaya,Banjarmasin,34601,2024-11-27,2024-11-29,On Schedule
SHP00284-1,MINE_1,2024-12-01,MV Borneo Star,Surabaya,24417,2024-12-01,2024-12-08,On Schedule
SHP00572-2,MINE_2,2024-12-01,MV Nusantara 01,Samarinda,18722,2024-12-03,2024-12-05,Delayed
SHP01148-5,MINE_5,2024-12-01,MV Kapuas Indah,Makassar,15808,2024-12-04,2024-12-07,On Schedule
SHP00812-3,MINE_3,2024-12-01,MV Sumatra Raya,Tanjungbalai,22701,2024-12-06,2024-12-11,On Schedule
SHP01004-4,MINE_4,2024-12-01,MV Borneo Star,Surabaya,37018,2024-12-03,2024-12-10,Pending
SHP01149-5,MINE_5,2024-12-08,MV Kapuas Indah,Tarakan,29448,2024-12-13,2024-12-14,On Schedule
SHP01005-4,MINE_4,2024-12-08,MV Kalimantan Jaya,Samarinda,31508,2024-12-09,2024-12-12,On Schedule
SHP00813-3,MINE_3,2024-12-08,MV Sriwijaya,Tanjungbalai,17971,2024-12-13,2024-12-16,On Schedule
SHP00285-1,MINE_1,2024-12-08,MV Nusantara 01,Banjarmasin,34945,2024-12-09,2024-12-11,On Schedule
SHP00573-2,MINE_2,2024-12-08,MV Borneo Star,Balikpapan,26618,2024-12-08,2024-12-09,On Schedule
SHP01150-5,MINE_5,2024-12-15,MV Kapuas Indah,Makassar,28834,2024-12-17,2024-12-22,Delayed
SHP01006-4,MINE_4,2024-12-15,MV Borneo Star,Samarinda,20695,2024-12-15,2024-12-17,On Schedule
SHP00286-1,MINE_1,2024-12-15,MV Kalimantan Jaya,Surabaya,20450,2024-12-16,2024-12-21,On Schedule
SHP00814-3,MINE_3,2024-12-15,MV Sriwijaya,Tanjungbalai,23378,2024-12-17,2024-12-24,On Schedule
SHP00574-2,MINE_2,2024-12-15,MV Borneo Star,Samarinda,23430,2024-12-18,2024-12-21,On Schedule
SHP00815-3,MINE_3,2024-12-22,MV Sumatra Raya,Tanjungbalai,20877,2024-12-26,2025-01-01,On Schedule
SHP00287-1,MINE_1,2024-12-22,MV Nusantara 01,Banjarmasin,29407,2024-12-24,2024-12-27,Pending
SHP00575-2,MINE_2,2024-12-22,MV Nusantara 01,Samarinda,38527,2024-12-27,2024-12-30,On Schedule
SHP01007-4,MINE_4,2024-12-22,MV Kalimantan Jaya,Surabaya,28374,2024-12-24,2024-12-27,On Schedule
SHP01151-5,MINE_5,2024-12-22,MV Kapuas Indah,Makassar,31473,2024-12-26,2025-01-02,On Schedule
SHP00288-1,MINE_1,2025-01-01,MV Borneo Star,Banjarmasin,37927,2025-01-04,2025-01-05,On Schedule
SHP01008-4,MINE_4,2025-01-01,MV Nusantara 01,Samarinda,38324,2025-01-04,2025-01-05,On Schedule
SHP00576-2,MINE_2,2025-01-01,MV Nusantara 01,Balikpapan,27748,2025-01-04,2025-01-07,On Schedule
SHP00816-3,MINE_3,2025-01-01,MV Sumatra Raya,Belawan,39860,2025-01-03,2025-01-09,On Schedule
SHP01152-5,MINE_5,2025-01-01,MV Kapuas Indah,Tarakan,17965,2025-01-04,2025-01-06,On Schedule
SHP01153-5,MINE_5,2025-01-08,MV Kapuas Indah,Tarakan,31428,2025-01-13,2025-01-15,On Schedule
SHP00289-1,MINE_1,2025-01-08,MV Borneo Star,Banjarmasin,33293,2025-01-10,2025-01-12,On Schedule
SHP01009-4,MINE_4,2025-01-08,MV Borneo Star,Surabaya,28128,2025-01-11,2025-01-17,On Schedule
SHP00817-3,MINE_3,2025-01-08,MV Sriwijaya,Tanjungbalai,37766,2025-01-13,2025-01-19,Delayed
SHP00577-2,MINE_2,2025-01-08,MV Kalimantan Jaya,Balikpapan,33257,2025-01-11,2025-01-13,On Schedule
SHP01010-4,MINE_4,2025-01-15,MV Nusantara 01,Surabaya,15277,2025-01-17,2025-01-24,On Schedule
SHP00578-2,MINE_2,2025-01-15,MV Kalimantan Jaya,Balikpapan,37313,2025-01-16,2025-01-17,On Schedule
SHP00290-1,MINE_1,2025-01-15,MV Nusantara 01,Banjarmasin,23681,2025-01-18,2025-01-21,Delayed
SHP00818-3,MINE_3,2025-01-15,MV Sumatra Raya,Belawan,36692,2025-01-15,2025-01-22,On Schedule
SHP01154-5,MINE_5,2025-01-15,MV Sungai Barito,Tarakan,33291,2025-01-16,2025-01-19,On Schedule
SHP00291-1,MINE_1,2025-01-22,MV Borneo Star,Surabaya,32310,2025-01-22,2025-01-29,On Schedule
SHP00819-3,MINE_3,2025-01-22,MV Sriwijaya,Belawan,34782,2025-01-26,2025-02-01,On Schedule
SHP01011-4,MINE_4,2025-01-22,MV Borneo Star,Surabaya,32755,2025-01-22,2025-01-25,On Schedule
SHP00579-2,MINE_2,2025-01-22,MV Nusantara 01,Balikpapan,38238,2025-01-26,2025-01-28,On Schedule
SHP01155-5,MINE_5,2025-01-22,MV Kapuas Indah,Makassar,21553,2025-01-25,2025-01-30,On Schedule
SHP00820-3,MINE_3,2025-02-01,MV Sumatra Raya,Belawan,22362,2025-02-03,2025-02-10,On Schedule
SHP01156-5,MINE_5,2025-02-01,MV Kapuas Indah,Tarakan,18009,2025-02-01,2025-02-03,Delayed
SHP01012-4,MINE_4,2025-02-01,MV Borneo Star,Surabaya,39229,2025-02-06,2025-02-12,On Schedule
SHP00580-2,MINE_2,2025-02-01,MV Kalimantan Jaya,Balikpapan,28095,2025-02-04,2025-02-06,On Schedule
SHP00292-1,MINE_1,2025-02-01,MV Kalimantan Jaya,Surabaya,32653,2025-02-02,2025-02-09,On Schedule
SHP00293-1,MINE_1,2025-02-08,MV Borneo Star,Banjarmasin,37056,2025-02-11,2025-02-13,Pending
SHP01013-4,MINE_4,2025-02-08,MV Borneo Star,Samarinda,36067,2025-02-09,2025-02-10,On Schedule
SHP00581-2,MINE_2,2025-02-08,MV Borneo Star,Balikpapan,37191,2025-02-08,2025-02-10,On Schedule
SHP01157-5,MINE_5,2025-02-08,MV Kapuas Indah,Makassar,30995,2025-02-08,2025-02-13,Delayed
SHP00821-3,MINE_3,2025-02-08,MV Sumatra Raya,Belawan,20197,2025-02-09,2025-02-12,On Schedule
SHP01014-4,MINE_4,2025-02-15,MV Nusantara 01,Surabaya,17172,2025-02-19,2025-02-25,On Schedule
SHP00582-2,MINE_2,2025-02-15,MV Kalimantan Jaya,Balikpapan,39209,2025-02-20,2025-02-22,On Schedule
SHP00822-3,MINE_3,2025-02-15,MV Sumatra Raya,Tanjungbalai,21135,2025-02-16,2025-02-22,Delayed
SHP01158-5,MINE_5,2025-02-15,MV Sungai Barito,Makassar,28667,2025-02-20,2025-02-27,On Schedule
SHP00294-1,MINE_1,2025-02-15,MV Kalimantan Jaya,Banjarmasin,29629,2025-02-18,2025-02-20,On Schedule
SHP01015-4,MINE_4,2025-02-22,MV Kalimantan Jaya,Samarinda,25900,2025-02-24,2025-02-25,On Schedule
SHP01159-5,MINE_5,2025-02-22,MV Kapuas Indah,Tarakan,25635,2025-02-27,2025-03-01,On Schedule
SHP00823-3,MINE_3,2025-02-22,MV Sriwijaya,Belawan,29022,2025-02-27,2025-03-06,On Schedule
SHP00295-1,MINE_1,2025-02-22,MV Nusantara 01,Surabaya,21638,2025-02-22,2025-02-25,On Schedule
SHP00583-2,MINE_2,2025-02-22,MV Kalimantan Jaya,Samarinda,31999,2025-02-24,2025-02-27,On Schedule
SHP00296-1,MINE_1,2025-03-01,MV Borneo Star,Banjarmasin,16268,2025-03-03,2025-03-04,Delayed
SHP01160-5,MINE_5,2025-03-01,MV Sungai Barito,Makassar,37778,2025-03-03,2025-03-10,Delayed
SHP00824-3,MINE_3,2025-03-01,MV Sriwijaya,Belawan,22774,2025-03-05,2025-03-08,On Schedule
SHP01016-4,MINE_4,2025-03-01,MV Kalimantan Jaya,Samarinda,30960,2025-03-04,2025-03-07,On Schedule
SHP00584-2,MINE_2,2025-03-01,MV Kalimantan Jaya,Balikpapan,22754,2025-03-04,2025-03-07,Delayed
SHP00297-1,MINE_1,2025-03-08,MV Borneo Star,Surabaya,29389,2025-03-10,2025-03-17,Delayed
SHP01161-5,MINE_5,2025-03-08,MV Sungai Barito,Makassar,33624,2025-03-13,2025-03-18,On Schedule
SHP01017-4,MINE_4,2025-03-08,MV Kalimantan Jaya,Samarinda,22493,2025-03-08,2025-03-09,On Schedule
SHP00825-3,MINE_3,2025-03-08,MV Sumatra Raya,Belawan,29523,2025-03-08,2025-03-13,On Schedule
SHP00585-2,MINE_2,2025-03-08,MV Nusantara 01,Balikpapan,18144,2025-03-11,2025-03-12,Delayed
SHP01162-5,MINE_5,2025-03-15,MV Sungai Barito,Makassar,21828,2025-03-17,2025-03-22,Delayed
SHP01018-4,MINE_4,2025-03-15,MV Kalimantan Jaya,Surabaya,25291,2025-03-15,2025-03-21,On Schedule
SHP00586-2,MINE_2,2025-03-15,MV Kalimantan Jaya,Balikpapan,35423,2025-03-17,2025-03-20,On Schedule
SHP00826-3,MINE_3,2025-03-15,MV Sumatra Raya,Tanjungbalai,27182,2025-03-17,2025-03-21,On Schedule
SHP00298-1,MINE_1,2025-03-15,MV Kalimantan Jaya,Surabaya,19875,2025-03-17,2025-03-22,On Schedule
SHP01163-5,MINE_5,2025-03-22,MV Sungai Barito,Makassar,28353,2025-03-24,2025-03-28,Delayed
SHP00827-3,MINE_3,2025-03-22,MV Sumatra Raya,Tanjungbalai,24663,2025-03-24,2025-03-29,On Schedule
SHP01019-4,MINE_4,2025-03-22,MV Borneo Star,Samarinda,31226,2025-03-23,2025-03-24,Delayed
SHP00299-1,MINE_1,2025-03-22,MV Nusantara 01,Surabaya,37886,2025-03-27,2025-04-01,On Schedule
SHP00587-2,MINE_2,2025-03-22,MV Kalimantan Jaya,Balikpapan,23106,2025-03-23,2025-03-25,Pending
SHP00588-2,MINE_2,2025-04-01,MV Kalimantan Jaya,Balikpapan,23792,2025-04-05,2025-04-06,Delayed
SHP01020-4,MINE_4,2025-04-01,MV Borneo Star,Samarinda,24290,2025-04-04,2025-04-06,Pending
SHP00300-1,MINE_1,2025-04-01,MV Nusantara 01,Surabaya,29312,2025-04-02,2025-04-07,On Schedule
SHP00828-3,MINE_3,2025-04-01,MV Sriwijaya,Tanjungbalai,39888,2025-04-04,2025-04-09,On Schedule
SHP01164-5,MINE_5,2025-04-01,MV Kapuas Indah,Tarakan,30523,2025-04-03,2025-04-04,On Schedule
SHP01021-4,MINE_4,2025-04-08,MV Nusantara 01,Surabaya,28007,2025-04-11,2025-04-14,On Schedule
SHP00301-1,MINE_1,2025-04-08,MV Kalimantan Jaya,Banjarmasin,15946,2025-04-13,2025-04-14,On Schedule
SHP00829-3,MINE_3,2025-04-08,MV Sriwijaya,Belawan,26350,2025-04-12,2025-04-18,On Schedule
SHP01165-5,MINE_5,2025-04-08,MV Sungai Barito,Makassar,32576,2025-04-08,2025-04-12,On Schedule
SHP00589-2,MINE_2,2025-04-08,MV Kalimantan Jaya,Samarinda,28029,2025-04-12,2025-04-14,Delayed
SHP00302-1,MINE_1,2025-04-15,MV Kalimantan Jaya,Banjarmasin,16211,2025-04-18,2025-04-19,On Schedule
SHP00830-3,MINE_3,2025-04-15,MV Sriwijaya,Tanjungbalai,32667,2025-04-17,2025-04-21,On Schedule
SHP00590-2,MINE_2,2025-04-15,MV Borneo Star,Balikpapan,19386,2025-04-15,2025-04-16,On Schedule
SHP01022-4,MINE_4,2025-04-15,MV Nusantara 01,Surabaya,28946,2025-04-16,2025-04-22,On Schedule
SHP01166-5,MINE_5,2025-04-15,MV Kapuas Indah,Makassar,36659,2025-04-15,2025-04-19,On Schedule
SHP00591-2,MINE_2,2025-04-22,MV Nusantara 01,Samarinda,26294,2025-04-24,2025-04-27,On Schedule
SHP00831-3,MINE_3,2025-04-22,MV Sriwijaya,Belawan,39495,2025-04-27,2025-05-01,On Schedule
SHP01167-5,MINE_5,2025-04-22,MV Kapuas Indah,Makassar,36569,2025-04-27,2025-05-02,On Schedule
SHP01023-4,MINE_4,2025-04-22,MV Borneo Star,Surabaya,15692,2025-04-23,2025-04-27,On Schedule
SHP00303-1,MINE_1,2025-04-22,MV Kalimantan Jaya,Banjarmasin,17646,2025-04-23,2025-04-25,On Schedule
SHP01168-5,MINE_5,2025-05-01,MV Kapuas Indah,Makassar,24316,2025-05-04,2025-05-09,On Schedule
SHP00592-2,MINE_2,2025-05-01,MV Borneo Star,Samarinda,17080,2025-05-06,2025-05-07,On Schedule
SHP01024-4,MINE_4,2025-05-01,MV Borneo Star,Surabaya,32653,2025-05-03,2025-05-06,On Schedule
SHP00832-3,MINE_3,2025-05-01,MV Sriwijaya,Belawan,16725,2025-05-01,2025-05-06,On Schedule
SHP00304-1,MINE_1,2025-05-01,MV Borneo Star,Surabaya,39849,2025-05-05,2025-05-11,On Schedule
SHP00593-2,MINE_2,2025-05-08,MV Nusantara 01,Balikpapan,20540,2025-05-11,2025-05-13,Pending
SHP01025-4,MINE_4,2025-05-08,MV Nusantara 01,Samarinda,19675,2025-05-09,2025-05-12,On Schedule
SHP00305-1,MINE_1,2025-05-08,MV Kalimantan Jaya,Surabaya,34627,2025-05-12,2025-05-16,Pending
SHP00833-3,MINE_3,2025-05-08,MV Sumatra Raya,Belawan,24782,2025-05-08,2025-05-15,On Schedule
SHP01169-5,MINE_5,2025-05-08,MV Sungai Barito,Makassar,27466,2025-05-11,2025-05-17,On Schedule
SHP00306-1,MINE_1,2025-05-15,MV Kalimantan Jaya,Surabaya,34158,2025-05-19,2025-05-26,Delayed
SHP00834-3,MINE_3,2025-05-15,MV Sriwijaya,Tanjungbalai,27070,2025-05-17,2025-05-21,On Schedule
SHP01026-4,MINE_4,2025-05-15,MV Nusantara 01,Samarinda,20506,2025-05-17,2025-05-20,On Schedule
SHP01170-5,MINE_5,2025-05-15,MV Kapuas Indah,Tarakan,20515,2025-05-17,2025-05-19,On Schedule
SHP00594-2,MINE_2,2025-05-15,MV Kalimantan Jaya,Samarinda,24095,2025-05-17,2025-05-20,On Schedule
SHP00307-1,MINE_1,2025-05-22,MV Borneo Star,Surabaya,31940,2025-05-25,2025-05-30,On Schedule
SHP00835-3,MINE_3,2025-05-22,MV Sumatra Raya,Belawan,35283,2025-05-24,2025-05-27,On Schedule
SHP00595-2,MINE_2,2025-05-22,MV Kalimantan Jaya,Samarinda,34880,2025-05-27,2025-05-29,Pending
SHP01027-4,MINE_4,2025-05-22,MV Kalimantan Jaya,Samarinda,17313,2025-05-25,2025-05-26,Pending
SHP01171-5,MINE_5,2025-05-22,MV Kapuas Indah,Makassar,15305,2025-05-22,2025-05-25,On Schedule
SHP00308-1,MINE_1,2025-06-01,MV Kalimantan Jaya,Surabaya,39995,2025-06-02,2025-06-05,On Schedule
SHP01028-4,MINE_4,2025-06-01,MV Nusantara 01,Surabaya,20649,2025-06-05,2025-06-10,Pending
SHP00836-3,MINE_3,2025-06-01,MV Sriwijaya,Tanjungbalai,30674,2025-06-04,2025-06-08,On Schedule
SHP01172-5,MINE_5,2025-06-01,MV Sungai Barito,Makassar,28983,2025-06-03,2025-06-08,On Schedule
SHP00596-2,MINE_2,2025-06-01,MV Kalimantan Jaya,Balikpapan,36473,2025-06-06,2025-06-07,On Schedule
SHP00837-3,MINE_3,2025-06-08,MV Sumatra Raya,Tanjungbalai,18340,2025-06-13,2025-06-20,On Schedule
SHP01173-5,MINE_5,2025-06-08,MV Kapuas Indah,Makassar,24281,2025-06-09,2025-06-13,On Schedule
SHP00597-2,MINE_2,2025-06-08,MV Kalimantan Jaya,Balikpapan,22116,2025-06-11,2025-06-14,On Schedule
SHP01029-4,MINE_4,2025-06-08,MV Kalimantan Jaya,Samarinda,24190,2025-06-10,2025-06-13,On Schedule
SHP00309-1,MINE_1,2025-06-08,MV Borneo Star,Surabaya,24643,2025-06-13,2025-06-20,On Schedule
SHP00310-1,MINE_1,2025-06-15,MV Kalimantan Jaya,Banjarmasin,21869,2025-06-17,2025-06-20,On Schedule
SHP01030-4,MINE_4,2025-06-15,MV Borneo Star,Samarinda,37363,2025-06-16,2025-06-19,Delayed
SHP00598-2,MINE_2,2025-06-15,MV Kalimantan Jaya,Samarinda,27979,2025-06-18,2025-06-21,Delayed
SHP00838-3,MINE_3,2025-06-15,MV Sriwijaya,Belawan,28921,2025-06-16,2025-06-21,On Schedule
SHP01174-5,MINE_5,2025-06-15,MV Kapuas Indah,Makassar,30997,2025-06-20,2025-06-27,On Schedule
SHP01175-5,MINE_5,2025-06-22,MV Kapuas Indah,Makassar,35923,2025-06-25,2025-06-30,Pending
SHP00599-2,MINE_2,2025-06-22,MV Nusantara 01,Samarinda,17841,2025-06-27,2025-06-28,Pending
SHP00311-1,MINE_1,2025-06-22,MV Kalimantan Jaya,Banjarmasin,19758,2025-06-22,2025-06-24,On Schedule
SHP00839-3,MINE_3,2025-06-22,MV Sriwijaya,Belawan,15490,2025-06-24,2025-07-01,On Schedule
SHP01031-4,MINE_4,2025-06-22,MV Nusantara 01,Samarinda,36398,2025-06-26,2025-06-27,On Schedule
SHP01176-5,MINE_5,2025-07-01,MV Kapuas Indah,Makassar,32065,2025-07-03,2025-07-08,On Schedule
SHP00840-3,MINE_3,2025-07-01,MV Sumatra Raya,Tanjungbalai,19340,2025-07-03,2025-07-08,On Schedule
SHP00600-2,MINE_2,2025-07-01,MV Nusantara 01,Samarinda,28900,2025-07-02,2025-07-03,On Schedule
SHP01032-4,MINE_4,2025-07-01,MV Kalimantan Jaya,Surabaya,26664,2025-07-05,2025-07-11,On Schedule
SHP00312-1,MINE_1,2025-07-01,MV Borneo Star,Banjarmasin,23488,2025-07-02,2025-07-04,On Schedule
SHP00313-1,MINE_1,2025-07-08,MV Kalimantan Jaya,Banjarmasin,37444,2025-07-13,2025-07-15,On Schedule
SHP00841-3,MINE_3,2025-07-08,MV Sumatra Raya,Tanjungbalai,16378,2025-07-10,2025-07-17,On Schedule
SHP01033-4,MINE_4,2025-07-08,MV Nusantara 01,Surabaya,22036,2025-07-08,2025-07-14,On Schedule
SHP01177-5,MINE_5,2025-07-08,MV Sungai Barito,Makassar,19248,2025-07-08,2025-07-14,On Schedule
SHP00601-2,MINE_2,2025-07-08,MV Borneo Star,Samarinda,15220,2025-07-09,2025-07-10,Delayed
SHP00602-2,MINE_2,2025-07-15,MV Nusantara 01,Samarinda,24856,2025-07-20,2025-07-23,On Schedule
SHP00842-3,MINE_3,2025-07-15,MV Sriwijaya,Tanjungbalai,30905,2025-07-18,2025-07-22,On Schedule
SHP01178-5,MINE_5,2025-07-15,MV Sungai Barito,Makassar,22237,2025-07-19,2025-07-23,On Schedule
SHP01034-4,MINE_4,2025-07-15,MV Nusantara 01,Samarinda,29877,2025-07-16,2025-07-18,Delayed
SHP00314-1,MINE_1,2025-07-15,MV Borneo Star,Surabaya,31862,2025-07-18,2025-07-25,On Schedule
SHP01035-4,MINE_4,2025-07-22,MV Nusantara 01,Surabaya,28448,2025-07-22,2025-07-29,On Schedule
SHP00843-3,MINE_3,2025-07-22,MV Sriwijaya,Tanjungbalai,22987,2025-07-24,2025-07-27,Delayed
SHP01179-5,MINE_5,2025-07-22,MV Sungai Barito,Makassar,18676,2025-07-23,2025-07-27,Pending
SHP00315-1,MINE_1,2025-07-22,MV Borneo Star,Banjarmasin,36598,2025-07-23,2025-07-24,On Schedule
SHP00603-2,MINE_2,2025-07-22,MV Nusantara 01,Balikpapan,28277,2025-07-27,2025-07-28,On Schedule
SHP00844-3,MINE_3,2025-08-01,MV Sriwijaya,Belawan,31268,2025-08-05,2025-08-09,On Schedule
SHP01180-5,MINE_5,2025-08-01,MV Sungai Barito,Makassar,39059,2025-08-05,2025-08-09,Delayed
SHP00316-1,MINE_1,2025-08-01,MV Nusantara 01,Surabaya,32174,2025-08-06,2025-08-12,On Schedule
SHP01036-4,MINE_4,2025-08-01,MV Nusantara 01,Samarinda,15178,2025-08-05,2025-08-07,Delayed
SHP00604-2,MINE_2,2025-08-01,MV Nusantara 01,Samarinda,27496,2025-08-02,2025-08-05,On Schedule
SHP01037-4,MINE_4,2025-08-08,MV Kalimantan Jaya,Samarinda,15731,2025-08-09,2025-08-12,On Schedule
SHP00845-3,MINE_3,2025-08-08,MV Sumatra Raya,Belawan,17933,2025-08-09,2025-08-14,On Schedule
SHP01181-5,MINE_5,2025-08-08,MV Sungai Barito,Tarakan,22099,2025-08-13,2025-08-16,On Schedule
SHP00317-1,MINE_1,2025-08-08,MV Nusantara 01,Surabaya,35696,2025-08-08,2025-08-14,On Schedule
SHP00605-2,MINE_2,2025-08-08,MV Nusantara 01,Samarinda,20586,2025-08-13,2025-08-14,Pending
SHP00846-3,MINE_3,2025-08-15,MV Sriwijaya,Tanjungbalai,32551,2025-08-17,2025-08-20,On Schedule
SHP00606-2,MINE_2,2025-08-15,MV Nusantara 01,Balikpapan,16577,2025-08-16,2025-08-19,On Schedule
SHP00318-1,MINE_1,2025-08-15,MV Kalimantan Jaya,Banjarmasin,25785,2025-08-17,2025-08-19,On Schedule
SHP01038-4,MINE_4,2025-08-15,MV Borneo Star,Surabaya,34581,2025-08-16,2025-08-23,On Schedule
SHP01182-5,MINE_5,2025-08-15,MV Sungai Barito,Makassar,26646,2025-08-17,2025-08-21,On Schedule
SHP00607-2,MINE_2,2025-08-22,MV Borneo Star,Balikpapan,36692,2025-08-24,2025-08-27,On Schedule
SHP00319-1,MINE_1,2025-08-22,MV Borneo Star,Surabaya,28639,2025-08-26,2025-08-31,Delayed
SHP00847-3,MINE_3,2025-08-22,MV Sumatra Raya,Tanjungbalai,30240,2025-08-27,2025-09-01,Pending
SHP01039-4,MINE_4,2025-08-22,MV Kalimantan Jaya,Samarinda,31762,2025-08-27,2025-08-30,On Schedule
SHP01183-5,MINE_5,2025-08-22,MV Sungai Barito,Makassar,33138,2025-08-24,2025-08-27,On Schedule
SHP00608-2,MINE_2,2025-09-01,MV Nusantara 01,Balikpapan,19938,2025-09-01,2025-09-04,On Schedule
SHP00320-1,MINE_1,2025-09-01,MV Kalimantan Jaya,Surabaya,37504,2025-09-04,2025-09-11,On Schedule
SHP01184-5,MINE_5,2025-09-01,MV Sungai Barito,Tarakan,15371,2025-09-05,2025-09-08,Pending
SHP01040-4,MINE_4,2025-09-01,MV Nusantara 01,Surabaya,32724,2025-09-06,2025-09-13,On Schedule
SHP00848-3,MINE_3,2025-09-01,MV Sriwijaya,Tanjungbalai,24265,2025-09-04,2025-09-08,On Schedule
SHP01041-4,MINE_4,2025-09-08,MV Borneo Star,Samarinda,21414,2025-09-13,2025-09-16,Delayed
SHP00849-3,MINE_3,2025-09-08,MV Sriwijaya,Tanjungbalai,20480,2025-09-10,2025-09-17,On Schedule
SHP00321-1,MINE_1,2025-09-08,MV Kalimantan Jaya,Surabaya,38308,2025-09-13,2025-09-19,Pending
SHP00609-2,MINE_2,2025-09-08,MV Borneo Star,Samarinda,30708,2025-09-11,2025-09-13,On Schedule
SHP01185-5,MINE_5,2025-09-08,MV Kapuas Indah,Tarakan,35382,2025-09-12,2025-09-15,On Schedule
SHP00850-3,MINE_3,2025-09-15,MV Sriwijaya,Tanjungbalai,29645,2025-09-20,2025-09-25,On Schedule
SHP00610-2,MINE_2,2025-09-15,MV Kalimantan Jaya,Balikpapan,19435,2025-09-15,2025-09-17,On Schedule
SHP01186-5,MINE_5,2025-09-15,MV Sungai Barito,Makassar,22951,2025-09-17,2025-09-24,Delayed
SHP01042-4,MINE_4,2025-09-15,MV Kalimantan Jaya,Samarinda,33934,2025-09-15,2025-09-17,Delayed
SHP00322-1,MINE_1,2025-09-15,MV Kalimantan Jaya,Banjarmasin,30749,2025-09-16,2025-09-18,On Schedule
SHP01187-5,MINE_5,2025-09-22,MV Sungai Barito,Tarakan,28799,2025-09-26,2025-09-29,On Schedule
SHP00851-3,MINE_3,2025-09-22,MV Sumatra Raya,Belawan,39426,2025-09-23,2025-09-26,Pending
SHP00323-1,MINE_1,2025-09-22,MV Borneo Star,Surabaya,24637,2025-09-23,2025-09-30,Delayed
SHP01043-4,MINE_4,2025-09-22,MV Kalimantan Jaya,Surabaya,31896,2025-09-22,2025-09-25,On Schedule
SHP00611-2,MINE_2,2025-09-22,MV Kalimantan Jaya,Balikpapan,25298,2025-09-24,2025-09-27,On Schedule
SHP00612-2,MINE_2,2025-10-01,MV Borneo Star,Samarinda,33749,2025-10-04,2025-10-06,On Schedule
SHP00324-1,MINE_1,2025-10-01,MV Nusantara 01,Surabaya,29348,2025-10-02,2025-10-05,On Schedule
SHP00852-3,MINE_3,2025-10-01,MV Sumatra Raya,Belawan,39746,2025-10-01,2025-10-08,On Schedule
SHP01044-4,MINE_4,2025-10-01,MV Borneo Star,Samarinda,26445,2025-10-02,2025-10-05,On Schedule
