effcap_id,plan_id,mine_id,equipment_id,equipment_type,week_start,road_condition,weather_condition,availability_pct,effective_capacity_ton_day,remark
EFC00894-3,PLAN0179-3,MINE_3,EQ046-3,Dump Truck,2024-09-15,Fair,Mendung,74,757.42,Optimal
EFC00895-5,PLAN0084-5,MINE_5,EQ034-5,Excavator,2024-09-22,Good,Mendung,99,417.43,Optimal
EFC00896-4,PLAN0132-4,MINE_4,EQ026-4,Excavator,2024-09-22,Fair,Mendung,92,199.99,Optimal
EFC00897-3,PLAN0180-3,MINE_3,EQ039-3,Excavator,2024-09-22,Fair,Mendung,99,50.78,Optimal
EFC00898-2,PLAN0228-2,MINE_2,EQ040-2,Dump Truck,2024-09-22,Fair,Mendung,99,1208.71,Optimal
EFC00899-1,PLAN0276-1,MINE_1,EQ045-1,Excavator,2024-09-22,Fair,Mendung,87,6.78,Optimal
EFC00900-1,PLAN0277-1,MINE_1,EQ020-1,Excavator,2024-10-01,Good,Mendung,81,7.47,Optimal
EFC00901-5,PLAN0085-5,MINE_5,EQ034-5,Excavator,2024-10-01,Good,Mendung,87,276.58,Optimal
EFC00902-2,PLAN0229-2,MINE_2,EQ040-2,Dump Truck,2024-10-01,Good,Mendung,97,1124.61,Optimal
EFC00903-3,PLAN0181-3,MINE_3,EQ046-3,Dump Truck,2024-10-01,Good,Mendung,98,1422.02,Optimal
EFC00904-4,PLAN0133-4,MINE_4,EQ026-4,Excavator,2024-10-01,Good,Mendung,73,112.97,Optimal
EFC00905-5,PLAN0086-5,MINE_5,EQ002-5,Dump Truck,2024-10-08,Good,Mendung,75,884.14,Optimal
EFC00906-1,PLAN0278-1,MINE_1,EQ030-1,Excavator,2024-10-08,Good,Mendung,99,238.29,Optimal
EFC00907-4,PLAN0134-4,MINE_4,EQ010-4,Dump Truck,2024-10-08,Fair,Mendung,92,1550.11,Optimal
EFC00908-3,PLAN0182-3,MINE_3,EQ046-3,Dump Truck,2024-10-08,Good,Hujan ringan,98,1184.94,Moderate Weather Impact
EFC00909-2,PLAN0230-2,MINE_2,EQ029-2,Excavator,2024-10-08,Good,Mendung,96,46.15,Optimal
EFC00910-3,PLAN0183-3,MINE_3,EQ009-3,Loader,2024-10-15,Good,Berawan,92,18.66,Optimal
EFC00911-5,PLAN0087-5,MINE_5,EQ034-5,Excavator,2024-10-15,Good,Mendung,83,231.22,Optimal
EFC00912-4,PLAN0135-4,MINE_4,EQ036-4,Loader,2024-10-15,Good,Mendung,84,90.71,Optimal
EFC00913-2,PLAN0231-2,MINE_2,EQ049-2,Loader,2024-10-15,Good,Mendung,75,36.23,Optimal
EFC00914-1,PLAN0279-1,MINE_1,EQ030-1,Excavator,2024-10-15,Good,Mendung,72,175.81,Optimal
EFC00915-5,PLAN0088-5,MINE_5,EQ035-5,Loader,2024-10-22,Fair,Mendung,77,33.69,Optimal
EFC00916-2,PLAN0232-2,MINE_2,EQ040-2,Dump Truck,2024-10-22,Good,Berawan,90,1370.04,Optimal
EFC00917-4,PLAN0136-4,MINE_4,EQ013-4,Dump Truck,2024-10-22,Good,Mendung,90,911.16,Optimal
EFC00918-1,PLAN0280-1,MINE_1,EQ016-1,Dump Truck,2024-10-22,Fair,Mendung,88,1319.29,Optimal
EFC00919-3,PLAN0184-3,MINE_3,EQ009-3,Loader,2024-10-22,Good,Mendung,76,19.52,Optimal
EFC00920-5,PLAN0089-5,MINE_5,EQ002-5,Dump Truck,2024-11-01,Fair,Mendung,83,886.39,Optimal
EFC00921-1,PLAN0281-1,MINE_1,EQ033-1,Loader,2024-11-01,Fair,Mendung,77,26.15,Optimal
EFC00922-4,PLAN0137-4,MINE_4,EQ036-4,Loader,2024-11-01,Fair,Mendung,70,68.72,Optimal
EFC00923-2,PLAN0233-2,MINE_2,EQ019-2,Dump Truck,2024-11-01,Good,Mendung,86,1079.72,Optimal
EFC00924-3,PLAN0185-3,MINE_3,EQ021-3,Excavator,2024-11-01,Fair,Mendung,76,183.49,Optimal
EFC00925-3,PLAN0186-3,MINE_3,EQ046-3,Dump Truck,2024-11-08,Fair,Hujan ringan,76,1074.19,Moderate Weather Impact
EFC00926-2,PLAN0234-2,MINE_2,EQ029-2,Excavator,2024-11-08,Fair,Berawan,82,44.86,Optimal
EFC00927-5,PLAN0090-5,MINE_5,EQ035-5,Loader,2024-11-08,Good,Berawan,75,37.43,Optimal
EFC00928-4,PLAN0138-4,MINE_4,EQ026-4,Excavator,2024-11-08,Good,Mendung,81,125.67,Optimal
EFC00929-1,PLAN0282-1,MINE_1,EQ033-1,Loader,2024-11-08,Good,Hujan ringan,91,28.59,Moderate Weather Impact
EFC00930-4,PLAN0139-4,MINE_4,EQ026-4,Excavator,2024-11-15,Good,Mendung,82,180.29,Optimal
EFC00931-3,PLAN0187-3,MINE_3,EQ021-3,Excavator,2024-11-15,Good,Hujan ringan,97,388.22,Moderate Weather Impact
EFC00932-1,PLAN0283-1,MINE_1,EQ027-1,Excavator,2024-11-15,Fair,Mendung,99,247.72,Optimal
EFC00933-5,PLAN0091-5,MINE_5,EQ034-5,Excavator,2024-11-15,Good,Mendung,77,264.4,Optimal
EFC00934-2,PLAN0235-2,MINE_2,EQ029-2,Excavator,2024-11-15,Good,Mendung,73,51.48,Optimal
EFC00935-5,PLAN0092-5,MINE_5,EQ012-5,Excavator,2024-11-22,Fair,Mendung,73,16.63,Optimal
EFC00936-3,PLAN0188-3,MINE_3,EQ021-3,Excavator,2024-11-22,Good,Hujan ringan,93,230.53,Moderate Weather Impact
EFC00937-2,PLAN0236-2,MINE_2,EQ019-2,Dump Truck,2024-11-22,Good,Mendung,70,808.29,Optimal
EFC00938-4,PLAN0140-4,MINE_4,EQ003-4,Dump Truck,2024-11-22,Good,Mendung,94,1982.25,Optimal
EFC00939-1,PLAN0284-1,MINE_1,EQ043-1,Excavator,2024-11-22,Good,Mendung,76,37.18,Optimal
EFC00940-1,PLAN0285-1,MINE_1,EQ023-1,Excavator,2024-12-01,Good,Mendung,95,70.49,Optimal
EFC00941-2,PLAN0237-2,MINE_2,EQ024-2,Loader,2024-12-01,Fair,Mendung,96,64.44,Optimal
EFC00942-5,PLAN0093-5,MINE_5,EQ002-5,Dump Truck,2024-12-01,Good,Mendung,78,744.88,Optimal
EFC00943-3,PLAN0189-3,MINE_3,EQ009-3,Loader,2024-12-01,Good,Mendung,76,16.38,Optimal
EFC00944-4,PLAN0141-4,MINE_4,EQ010-4,Dump Truck,2024-12-01,Good,Mendung,72,1071.84,Optimal
EFC00945-5,PLAN0094-5,MINE_5,EQ044-5,Loader,2024-12-08,Good,Mendung,71,20.77,Optimal
EFC00946-4,PLAN0142-4,MINE_4,EQ013-4,Dump Truck,2024-12-08,Good,Mendung,92,1231.25,Optimal
EFC00947-3,PLAN0190-3,MINE_3,EQ046-3,Dump Truck,2024-12-08,Good,Mendung,91,1552.58,Optimal
EFC00948-1,PLAN0286-1,MINE_1,EQ037-1,Excavator,2024-12-08,Good,Mendung,92,51.58,Optimal
EFC00949-2,PLAN0238-2,MINE_2,EQ024-2,Loader,2024-12-08,Good,Mendung,77,61.39,Optimal
EFC00950-5,PLAN0095-5,MINE_5,EQ008-5,Loader,2024-12-15,Good,Mendung,77,59.67,Optimal
EFC00951-4,PLAN0143-4,MINE_4,EQ010-4,Dump Truck,2024-12-15,Good,Mendung,77,1481.26,Optimal
EFC00952-1,PLAN0287-1,MINE_1,EQ030-1,Excavator,2024-12-15,Fair,Mendung,71,128.9,Optimal
EFC00953-3,PLAN0191-3,MINE_3,EQ031-3,Loader,2024-12-15,Good,Mendung,88,58.34,Optimal
EFC00954-2,PLAN0239-2,MINE_2,EQ042-2,Dump Truck,2024-12-15,Good,Mendung,72,1415.29,Optimal
EFC00955-3,PLAN0192-3,MINE_3,EQ009-3,Loader,2024-12-22,Good,Mendung,88,15.81,Optimal
EFC00956-1,PLAN0288-1,MINE_1,EQ047-1,Excavator,2024-12-22,Good,Mendung,74,199.03,Optimal
EFC00957-2,PLAN0240-2,MINE_2,EQ028-2,Loader,2024-12-22,Good,Mendung,90,25.0,Optimal
EFC00958-4,PLAN0144-4,MINE_4,EQ010-4,Dump Truck,2024-12-22,Good,Mendung,81,1162.84,Optimal
EFC00959-5,PLAN0096-5,MINE_5,EQ002-5,Dump Truck,2024-12-22,Good,Mendung,92,755.58,Optimal
EFC00960-1,PLAN0289-1,MINE_1,EQ050-1,Dump Truck,2025-01-01,Good,Mendung,84,1463.12,Optimal
EFC00961-4,PLAN0145-4,MINE_4,EQ003-4,Dump Truck,2025-01-01,Fair,Mendung,95,1275.63,Optimal
EFC00962-2,PLAN0241-2,MINE_2,EQ048-2,Loader,2025-01-01,Good,Mendung,88,34.93,Optimal
EFC00963-3,PLAN0193-3,MINE_3,EQ009-3,Loader,2025-01-01,Good,Mendung,77,14.24,Optimal
EFC00964-5,PLAN0097-5,MINE_5,EQ002-5,Dump Truck,2025-01-01,Fair,Mendung,89,910.42,Optimal
EFC00965-5,PLAN0098-5,MINE_5,EQ034-5,Excavator,2025-01-08,Good,Hujan ringan,74,228.31,Moderate Weather Impact
EFC00966-1,PLAN0290-1,MINE_1,EQ043-1,Excavator,2025-01-08,Good,Mendung,99,54.48,Optimal
EFC00967-4,PLAN0146-4,MINE_4,EQ010-4,Dump Truck,2025-01-08,Good,Mendung,76,1482.5,Optimal
EFC00968-3,PLAN0194-3,MINE_3,EQ046-3,Dump Truck,2025-01-08,Fair,Mendung,73,1115.07,Optimal
EFC00969-2,PLAN0242-2,MINE_2,EQ001-2,Loader,2025-01-08,Good,Mendung,90,103.45,Optimal
EFC00970-4,PLAN0147-4,MINE_4,EQ010-4,Dump Truck,2025-01-15,Good,Mendung,79,1278.72,Optimal
EFC00971-2,PLAN0243-2,MINE_2,EQ004-2,Dump Truck,2025-01-15,Good,Mendung,74,1337.07,Optimal
EFC00972-1,PLAN0291-1,MINE_1,EQ038-1,Loader,2025-01-15,Good,Mendung,75,55.98,Optimal
EFC00973-3,PLAN0195-3,MINE_3,EQ009-3,Loader,2025-01-15,Good,Mendung,99,25.64,Optimal
EFC00974-5,PLAN0099-5,MINE_5,EQ034-5,Excavator,2025-01-15,Good,Hujan ringan,77,211.29,Moderate Weather Impact
EFC00975-1,PLAN0292-1,MINE_1,EQ043-1,Excavator,2025-01-22,Good,Mendung,88,43.81,Optimal
EFC00976-3,PLAN0196-3,MINE_3,EQ009-3,Loader,2025-01-22,Good,Mendung,94,19.42,Optimal
EFC00977-4,PLAN0148-4,MINE_4,EQ036-4,Loader,2025-01-22,Good,Mendung,72,71.57,Optimal
EFC00978-2,PLAN0244-2,MINE_2,EQ025-2,Excavator,2025-01-22,Good,Mendung,96,276.9,Optimal
EFC00979-5,PLAN0100-5,MINE_5,EQ012-5,Excavator,2025-01-22,Good,Mendung,98,30.75,Optimal
EFC00980-3,PLAN0197-3,MINE_3,EQ039-3,Excavator,2025-02-01,Fair,Mendung,81,49.57,Optimal
EFC00981-5,PLAN0101-5,MINE_5,EQ044-5,Loader,2025-02-01,Good,Mendung,78,29.95,Optimal
EFC00982-4,PLAN0149-4,MINE_4,EQ003-4,Dump Truck,2025-02-01,Good,Mendung,79,1026.29,Optimal
EFC00983-2,PLAN0245-2,MINE_2,EQ049-2,Loader,2025-02-01,Good,Mendung,71,29.3,Optimal
EFC00984-1,PLAN0293-1,MINE_1,EQ015-1,Excavator,2025-02-01,Good,Mendung,82,63.8,Optimal
EFC00985-1,PLAN0294-1,MINE_1,EQ020-1,Excavator,2025-02-08,Good,Mendung,94,5.66,Optimal
EFC00986-4,PLAN0150-4,MINE_4,EQ003-4,Dump Truck,2025-02-08,Good,Mendung,83,1680.77,Optimal
EFC00987-2,PLAN0246-2,MINE_2,EQ040-2,Dump Truck,2025-02-08,Good,Mendung,81,1196.33,Optimal
EFC00988-5,PLAN0102-5,MINE_5,EQ012-5,Excavator,2025-02-08,Fair,Mendung,73,22.05,Optimal
EFC00989-3,PLAN0198-3,MINE_3,EQ009-3,Loader,2025-02-08,Good,Mendung,88,22.87,Optimal
EFC00990-4,PLAN0151-4,MINE_4,EQ013-4,Dump Truck,2025-02-15,Good,Mendung,99,901.32,Optimal
EFC00991-2,PLAN0247-2,MINE_2,EQ048-2,Loader,2025-02-15,Fair,Mendung,96,26.94,Optimal
EFC00992-3,PLAN0199-3,MINE_3,EQ046-3,Dump Truck,2025-02-15,Fair,Mendung,78,833.53,Optimal
EFC00993-5,PLAN0103-5,MINE_5,EQ008-5,Loader,2025-02-15,Good,Mendung,72,45.28,Optimal
EFC00994-1,PLAN0295-1,MINE_1,EQ015-1,Excavator,2025-02-15,Good,Mendung,86,68.25,Optimal
EFC00995-4,PLAN0152-4,MINE_4,EQ010-4,Dump Truck,2025-02-22,Good,Mendung,94,1206.08,Optimal
EFC00996-5,PLAN0104-5,MINE_5,EQ008-5,Loader,2025-02-22,Good,Mendung,89,74.93,Optimal
EFC00997-3,PLAN0200-3,MINE_3,EQ046-3,Dump Truck,2025-02-22,Good,Mendung,73,1075.12,Optimal
EFC00998-1,PLAN0296-1,MINE_1,EQ030-1,Excavator,2025-02-22,Good,Mendung,79,193.22,Optimal
EFC00999-2,PLAN0248-2,MINE_2,EQ004-2,Dump Truck,2025-02-22,Fair,Mendung,84,1445.55,Optimal
EFC01000-1,PLAN0297-1,MINE_1,EQ017-1,Loader,2025-03-01,Good,Mendung,94,35.21,Optimal
EFC01001-5,PLAN0105-5,MINE_5,EQ012-5,Excavator,2025-03-01,Good,Mendung,96,25.88,Optimal
EFC01002-3,PLAN0201-3,MINE_3,EQ046-3,Dump Truck,2025-03-01,Good,Mendung,82,1191.68,Optimal
EFC01003-4,PLAN0153-4,MINE_4,EQ010-4,Dump Truck,2025-03-01,Good,Mendung,73,960.41,Optimal
EFC01004-2,PLAN0249-2,MINE_2,EQ004-2,Dump Truck,2025-03-01,Fair,Mendung,81,1156.54,Optimal
EFC01005-1,PLAN0298-1,MINE_1,EQ017-1,Loader,2025-03-08,Good,Mendung,78,37.39,Optimal
EFC01006-5,PLAN0106-5,MINE_5,EQ008-5,Loader,2025-03-08,Fair,Mendung,87,63.28,Optimal
EFC01007-4,PLAN0154-4,MINE_4,EQ003-4,Dump Truck,2025-03-08,Good,Mendung,86,1481.62,Optimal
EFC01008-3,PLAN0202-3,MINE_3,EQ039-3,Excavator,2025-03-08,Good,Mendung,92,67.14,Optimal
EFC01009-2,PLAN0250-2,MINE_2,EQ004-2,Dump Truck,2025-03-08,Fair,Mendung,92,1391.15,Optimal
EFC01010-5,PLAN0107-5,MINE_5,EQ034-5,Excavator,2025-03-15,Good,Mendung,81,286.67,Optimal
EFC01011-4,PLAN0155-4,MINE_4,EQ010-4,Dump Truck,2025-03-15,Good,Mendung,71,948.92,Optimal
EFC01012-2,PLAN0251-2,MINE_2,EQ024-2,Loader,2025-03-15,Fair,Mendung,99,72.63,Optimal
EFC01013-3,PLAN0203-3,MINE_3,EQ009-3,Loader,2025-03-15,Good,Mendung,75,17.35,Optimal
EFC01014-1,PLAN0299-1,MINE_1,EQ015-1,Excavator,2025-03-15,Good,Mendung,94,75.65,Optimal
EFC01015-5,PLAN0108-5,MINE_5,EQ012-5,Excavator,2025-03-22,Good,Mendung,96,28.12,Optimal
EFC01016-3,PLAN0204-3,MINE_3,EQ039-3,Excavator,2025-03-22,Good,Mendung,74,44.25,Optimal
EFC01017-4,PLAN0156-4,MINE_4,EQ013-4,Dump Truck,2025-03-22,Fair,Mendung,93,958.68,Optimal
EFC01018-1,PLAN0300-1,MINE_1,EQ050-1,Dump Truck,2025-03-22,Good,Mendung,97,1444.79,Optimal
EFC01019-2,PLAN0252-2,MINE_2,EQ028-2,Loader,2025-03-22,Good,Mendung,93,24.1,Optimal
EFC01020-2,PLAN0253-2,MINE_2,EQ018-2,Excavator,2025-04-01,Good,Mendung,92,27.5,Optimal
EFC01021-4,PLAN0157-4,MINE_4,EQ010-4,Dump Truck,2025-04-01,Fair,Mendung,70,814.45,Optimal
EFC01022-1,PLAN0301-1,MINE_1,EQ014-1,Excavator,2025-04-01,Fair,Mendung,84,5.43,Optimal
EFC01023-3,PLAN0205-3,MINE_3,EQ009-3,Loader,2025-04-01,Fair,Mendung,72,18.66,Optimal
EFC01024-5,PLAN0109-5,MINE_5,EQ044-5,Loader,2025-04-01,Fair,Mendung,78,34.45,Optimal
EFC01025-4,PLAN0158-4,MINE_4,EQ003-4,Dump Truck,2025-04-08,Good,Mendung,95,1401.87,Optimal
EFC01026-1,PLAN0302-1,MINE_1,EQ016-1,Dump Truck,2025-04-08,Fair,Mendung,79,1381.07,Optimal
EFC01027-3,PLAN0206-3,MINE_3,EQ009-3,Loader,2025-04-08,Good,Mendung,96,17.21,Optimal
EFC01028-5,PLAN0110-5,MINE_5,EQ034-5,Excavator,2025-04-08,Good,Hujan ringan,70,233.99,Moderate Weather Impact
EFC01029-2,PLAN0254-2,MINE_2,EQ048-2,Loader,2025-04-08,Good,Mendung,73,27.3,Optimal
EFC01030-1,PLAN0303-1,MINE_1,EQ041-1,Loader,2025-04-15,Good,Mendung,76,25.74,Optimal
EFC01031-3,PLAN0207-3,MINE_3,EQ039-3,Excavator,2025-04-15,Good,Mendung,93,71.42,Optimal
EFC01032-2,PLAN0255-2,MINE_2,EQ048-2,Loader,2025-04-15,Good,Mendung,98,40.41,Optimal
EFC01033-4,PLAN0159-4,MINE_4,EQ003-4,Dump Truck,2025-04-15,Fair,Mendung,89,1291.57,Optimal
EFC01034-5,PLAN0111-5,MINE_5,EQ002-5,Dump Truck,2025-04-15,Good,Mendung,85,980.89,Optimal
EFC01035-2,PLAN0256-2,MINE_2,EQ024-2,Loader,2025-04-22,Good,Mendung,72,60.51,Optimal
EFC01036-3,PLAN0208-3,MINE_3,EQ021-3,Excavator,2025-04-22,Fair,Mendung,82,214.58,Optimal
EFC01037-5,PLAN0112-5,MINE_5,EQ034-5,Excavator,2025-04-22,Good,Mendung,98,365.31,Optimal
EFC01038-4,PLAN0160-4,MINE_4,EQ010-4,Dump Truck,2025-04-22,Good,Mendung,82,984.63,Optimal
EFC01039-1,PLAN0304-1,MINE_1,EQ038-1,Loader,2025-04-22,Good,Mendung,84,57.54,Optimal
EFC01040-5,PLAN0113-5,MINE_5,EQ002-5,Dump Truck,2025-05-01,Good,Mendung,92,1072.71,Optimal
EFC01041-2,PLAN0257-2,MINE_2,EQ040-2,Dump Truck,2025-05-01,Good,Mendung,88,1482.36,Optimal
EFC01042-4,PLAN0161-4,MINE_4,EQ013-4,Dump Truck,2025-05-01,Good,Mendung,85,750.64,Optimal
EFC01043-3,PLAN0209-3,MINE_3,EQ031-3,Loader,2025-05-01,Good,Mendung,92,54.29,Optimal
EFC01044-1,PLAN0305-1,MINE_1,EQ043-1,Excavator,2025-05-01,Fair,Mendung,77,33.7,Optimal
EFC01045-2,PLAN0258-2,MINE_2,EQ029-2,Excavator,2025-05-08,Good,Mendung,82,48.04,Optimal
EFC01046-4,PLAN0162-4,MINE_4,EQ013-4,Dump Truck,2025-05-08,Fair,Hujan ringan,72,683.54,Moderate Weather Impact
EFC01047-1,PLAN0306-1,MINE_1,EQ041-1,Loader,2025-05-08,Good,Mendung,84,33.71,Optimal
EFC01048-3,PLAN0210-3,MINE_3,EQ046-3,Dump Truck,2025-05-08,Good,Mendung,86,1102.12,Optimal
EFC01049-5,PLAN0114-5,MINE_5,EQ012-5,Excavator,2025-05-08,Good,Mendung,70,21.74,Optimal
EFC01050-1,PLAN0307-1,MINE_1,EQ017-1,Loader,2025-05-15,Good,Mendung,79,35.0,Optimal
EFC01051-3,PLAN0211-3,MINE_3,EQ021-3,Excavator,2025-05-15,Fair,Mendung,73,231.99,Optimal
EFC01052-4,PLAN0163-4,MINE_4,EQ026-4,Excavator,2025-05-15,Good,Mendung,71,117.87,Optimal
EFC01053-5,PLAN0115-5,MINE_5,EQ034-5,Excavator,2025-05-15,Fair,Mendung,98,296.59,Optimal
EFC01054-2,PLAN0259-2,MINE_2,EQ025-2,Excavator,2025-05-15,Fair,Mendung,96,288.95,Optimal
EFC01055-1,PLAN0308-1,MINE_1,EQ050-1,Dump Truck,2025-05-22,Good,Berawan,72,1152.42,Optimal
EFC01056-3,PLAN0212-3,MINE_3,EQ009-3,Loader,2025-05-22,Good,Mendung,99,19.22,Optimal
EFC01057-2,PLAN0260-2,MINE_2,EQ048-2,Loader,2025-05-22,Good,Mendung,98,31.83,Optimal
EFC01058-4,PLAN0164-4,MINE_4,EQ013-4,Dump Truck,2025-05-22,Good,Mendung,83,1060.18,Optimal
EFC01059-5,PLAN0116-5,MINE_5,EQ034-5,Excavator,2025-05-22,Fair,Mendung,87,341.68,Optimal
EFC01060-1,PLAN0309-1,MINE_1,EQ030-1,Excavator,2025-06-01,Fair,Mendung,98,221.19,Optimal
EFC01061-4,PLAN0165-4,MINE_4,EQ013-4,Dump Truck,2025-06-01,Good,Mendung,90,1066.8,Optimal
EFC01062-3,PLAN0213-3,MINE_3,EQ039-3,Excavator,2025-06-01,Good,Mendung,94,69.66,Optimal
EFC01063-5,PLAN0117-5,MINE_5,EQ035-5,Loader,2025-06-01,Good,Mendung,95,57.42,Optimal
EFC01064-2,PLAN0261-2,MINE_2,EQ001-2,Loader,2025-06-01,Good,Mendung,79,101.4,Optimal
EFC01065-3,PLAN0214-3,MINE_3,EQ046-3,Dump Truck,2025-06-08,Good,Mendung,79,990.98,Optimal
EFC01066-5,PLAN0118-5,MINE_5,EQ034-5,Excavator,2025-06-08,Good,Berawan,72,263.66,Optimal
EFC01067-2,PLAN0262-2,MINE_2,EQ040-2,Dump Truck,2025-06-08,Good,Berawan,84,1346.8,Optimal
EFC01068-4,PLAN0166-4,MINE_4,EQ003-4,Dump Truck,2025-06-08,Good,Mendung,87,1299.18,Optimal
EFC01069-1,PLAN0310-1,MINE_1,EQ007-1,Dump Truck,2025-06-08,Good,Mendung,78,1466.79,Optimal
EFC01070-1,PLAN0311-1,MINE_1,EQ007-1,Dump Truck,2025-06-15,Fair,Mendung,88,1301.42,Optimal
EFC01071-4,PLAN0167-4,MINE_4,EQ026-4,Excavator,2025-06-15,Fair,Mendung,84,164.47,Optimal
EFC01072-2,PLAN0263-2,MINE_2,EQ024-2,Loader,2025-06-15,Good,Mendung,90,67.17,Optimal
EFC01073-3,PLAN0215-3,MINE_3,EQ031-3,Loader,2025-06-15,Fair,Berawan,74,36.98,Optimal
EFC01074-5,PLAN0119-5,MINE_5,EQ034-5,Excavator,2025-06-15,Good,Mendung,90,382.4,Optimal
EFC01075-5,PLAN0120-5,MINE_5,EQ044-5,Loader,2025-06-22,Good,Mendung,87,38.77,Optimal
EFC01076-2,PLAN0264-2,MINE_2,EQ019-2,Dump Truck,2025-06-22,Good,Mendung,70,728.16,Optimal
EFC01077-1,PLAN0312-1,MINE_1,EQ011-1,Loader,2025-06-22,Good,Mendung,97,36.03,Optimal
EFC01078-3,PLAN0216-3,MINE_3,EQ039-3,Excavator,2025-06-22,Good,Mendung,80,40.03,Optimal
EFC01079-4,PLAN0168-4,MINE_4,EQ026-4,Excavator,2025-06-22,Fair,Mendung,72,149.27,Optimal
EFC01080-5,PLAN0121-5,MINE_5,EQ012-5,Excavator,2025-07-01,Good,Mendung,97,30.52,Optimal
EFC01081-3,PLAN0217-3,MINE_3,EQ046-3,Dump Truck,2025-07-01,Good,Berawan,93,1320.8,Optimal
EFC01082-2,PLAN0265-2,MINE_2,EQ001-2,Loader,2025-07-01,Good,Berawan,72,91.05,Optimal
EFC01083-4,PLAN0169-4,MINE_4,EQ026-4,Excavator,2025-07-01,Fair,Mendung,76,137.13,Optimal
EFC01084-1,PLAN0313-1,MINE_1,EQ043-1,Excavator,2025-07-01,Good,Mendung,98,49.44,Optimal
EFC01085-1,PLAN0314-1,MINE_1,EQ043-1,Excavator,2025-07-08,Fair,Mendung,88,47.07,Optimal
EFC01086-3,PLAN0218-3,MINE_3,EQ039-3,Excavator,2025-07-08,Fair,Berawan,88,59.79,Optimal
EFC01087-4,PLAN0170-4,MINE_4,EQ036-4,Loader,2025-07-08,Good,Mendung,94,90.29,Optimal
EFC01088-5,PLAN0122-5,MINE_5,EQ034-5,Excavator,2025-07-08,Good,Mendung,86,281.52,Optimal
EFC01089-2,PLAN0266-2,MINE_2,EQ024-2,Loader,2025-07-08,Fair,Mendung,95,66.49,Optimal
EFC01090-2,PLAN0267-2,MINE_2,EQ049-2,Loader,2025-07-15,Good,Mendung,91,48.79,Optimal
EFC01091-3,PLAN0219-3,MINE_3,EQ046-3,Dump Truck,2025-07-15,Good,Berawan,97,1385.3,Optimal
EFC01092-5,PLAN0123-5,MINE_5,EQ034-5,Excavator,2025-07-15,Good,Hujan lebat,76,251.77,Severe Weather Impact
EFC01093-4,PLAN0171-4,MINE_4,EQ003-4,Dump Truck,2025-07-15,Good,Mendung,95,1790.73,Optimal
EFC01094-1,PLAN0315-1,MINE_1,EQ038-1,Loader,2025-07-15,Good,Mendung,78,55.25,Optimal
EFC01095-4,PLAN0172-4,MINE_4,EQ003-4,Dump Truck,2025-07-22,Good,Berawan,99,1337.85,Optimal
EFC01096-3,PLAN0220-3,MINE_3,EQ031-3,Loader,2025-07-22,Good,Berawan,72,34.8,Optimal
EFC01097-5,PLAN0124-5,MINE_5,EQ044-5,Loader,2025-07-22,Good,Mendung,77,29.46,Optimal
EFC01098-1,PLAN0316-1,MINE_1,EQ022-1,Excavator,2025-07-22,Good,Berawan,97,53.85,Optimal
EFC01099-2,PLAN0268-2,MINE_2,EQ049-2,Loader,2025-07-22,Good,Mendung,91,43.64,Optimal
EFC01100-3,PLAN0221-3,MINE_3,EQ021-3,Excavator,2025-08-01,Good,Berawan,85,282.19,Optimal
EFC01101-5,PLAN0125-5,MINE_5,EQ008-5,Loader,2025-08-01,Good,Berawan,75,63.71,Optimal
EFC01102-1,PLAN0317-1,MINE_1,EQ015-1,Excavator,2025-08-01,Good,Mendung,80,53.39,Optimal
EFC01103-4,PLAN0173-4,MINE_4,EQ003-4,Dump Truck,2025-08-01,Good,Mendung,79,1595.19,Optimal
EFC01104-2,PLAN0269-2,MINE_2,EQ048-2,Loader,2025-08-01,Good,Mendung,81,33.24,Optimal
EFC01105-4,PLAN0174-4,MINE_4,EQ013-4,Dump Truck,2025-08-08,Good,Mendung,88,886.31,Optimal
EFC01106-3,PLAN0222-3,MINE_3,EQ009-3,Loader,2025-08-08,Fair,Berawan,82,20.52,Optimal
EFC01107-5,PLAN0126-5,MINE_5,EQ044-5,Loader,2025-08-08,Good,Mendung,97,35.07,Optimal
EFC01108-1,PLAN0318-1,MINE_1,EQ027-1,Excavator,2025-08-08,Fair,Mendung,96,237.67,Optimal
EFC01109-2,PLAN0270-2,MINE_2,EQ048-2,Loader,2025-08-08,Fair,Mendung,95,27.86,Optimal
EFC01110-3,PLAN0223-3,MINE_3,EQ031-3,Loader,2025-08-15,Fair,Mendung,74,42.67,Optimal
EFC01111-2,PLAN0271-2,MINE_2,EQ019-2,Dump Truck,2025-08-15,Good,Mendung,80,1026.05,Optimal
EFC01112-1,PLAN0319-1,MINE_1,EQ043-1,Excavator,2025-08-15,Good,Mendung,87,37.03,Optimal
EFC01113-4,PLAN0175-4,MINE_4,EQ036-4,Loader,2025-08-15,Fair,Mendung,70,64.37,Optimal
EFC01114-5,PLAN0127-5,MINE_5,EQ035-5,Loader,2025-08-15,Good,Mendung,74,45.67,Optimal
EFC01115-2,PLAN0272-2,MINE_2,EQ048-2,Loader,2025-08-22,Good,Mendung,87,31.02,Optimal
EFC01116-1,PLAN0320-1,MINE_1,EQ023-1,Excavator,2025-08-22,Good,Mendung,96,52.03,Optimal
